Total $\rho$,Scenario,Regret
0,Optimal Expectation,23.757462206619547
0,Uniform Expectation,58.30782148580646
0,Optimal Sample,8.965882354987361
0,Uniform Sample,33.223188988607546
0,Optimal Sample,4.473369026008238
0,Uniform Sample,13.54272647943719
0,Optimal Sample,43.807358320912165
0,Uniform Sample,5.253355696471423
0,Optimal Sample,22.69426387410029
0,Uniform Sample,149.91083738853197
0,Optimal Sample,43.55994059890305
0,Uniform Sample,83.849346153811
0,Optimal Sample,6.6455261747768555
0,Uniform Sample,114.30571378628295
0,Optimal Sample,81.9957246744392
0,Uniform Sample,74.74137937808456
0,Optimal Sample,18.399243823755537
0,Uniform Sample,65.46807968209606
0,Optimal Sample,7.01369107017723
0,Uniform Sample,21.75659504635081
0,Optimal Sample,10.41852162894296
0,Uniform Sample,20.30116144274417
0,Optimal Sample,45.314483084192005
0,Uniform Sample,80.4767122410176
0,Optimal Sample,74.0738782263117
0,Uniform Sample,83.03968712144273
0,Optimal Sample,15.980933033409414
0,Uniform Sample,49.44252062392577
0,Optimal Sample,11.503112850529046
0,Uniform Sample,38.45446860726095
0,Optimal Sample,1.118337427751656
0,Uniform Sample,27.794064348227582
0,Optimal Sample,12.549129516651705
0,Uniform Sample,11.164838411440405
0,Optimal Sample,2.552579335123729
0,Uniform Sample,30.122855093826807
0,Optimal Sample,3.0558583895426987
0,Uniform Sample,156.6074626741796
0,Optimal Sample,7.443230095218461
0,Uniform Sample,10.472543140641415
0,Optimal Sample,0.506755369164351
0,Uniform Sample,54.86264532536704
0,Optimal Sample,1.3214610281728987
0,Uniform Sample,21.663620583055522
0,Optimal Sample,70.18378744351766
0,Uniform Sample,44.388947410902496
0,Optimal Sample,5.002342848620999
0,Uniform Sample,12.286937829135658
0,Optimal Sample,3.4107604643340337
0,Uniform Sample,39.252291717268164
0,Optimal Sample,1.256331048059731
0,Uniform Sample,100.55738748599748
0,Optimal Sample,6.521487858287565
0,Uniform Sample,18.597515968149395
0,Optimal Sample,12.802094843951364
0,Uniform Sample,6.8424668156803
0,Optimal Sample,5.393915732579001
0,Uniform Sample,8.533477557351535
0,Optimal Sample,30.13811666513778
0,Uniform Sample,11.826157716260818
0,Optimal Sample,3.5240208718413526
0,Uniform Sample,135.7853810721298
0,Optimal Sample,72.53184089663041
0,Uniform Sample,64.40566988470017
0,Optimal Sample,6.954887524696243
0,Uniform Sample,8.361972319557841
0,Optimal Sample,36.12035064079821
0,Uniform Sample,106.82755483493524
0,Optimal Sample,137.5232080246357
0,Uniform Sample,38.026713491758976
0,Optimal Sample,54.560635083701044
0,Uniform Sample,77.86594943433059
0,Optimal Sample,24.597575157829336
0,Uniform Sample,17.459139628089183
0,Optimal Sample,2.2064816205085376
0,Uniform Sample,9.060907325754888
0,Optimal Sample,67.68874966253954
0,Uniform Sample,23.848902960980006
0,Optimal Sample,11.216915108215256
0,Uniform Sample,47.96416244255766
0,Optimal Sample,45.73431657390644
0,Uniform Sample,71.85793600256467
0,Optimal Sample,145.24325440004515
0,Uniform Sample,9.004119817904925
0,Optimal Sample,21.111445973136902
0,Uniform Sample,26.437270317576836
0,Optimal Sample,1.6912083479308706
0,Uniform Sample,108.70789268642915
0,Optimal Sample,18.276885827377278
0,Uniform Sample,7.063341392209812
0,Optimal Sample,5.572497067408931
0,Uniform Sample,32.044402284158245
0,Optimal Sample,27.143432817049973
0,Uniform Sample,96.50924307369043
0,Optimal Sample,44.19304131229691
0,Uniform Sample,116.02964782692244
0,Optimal Sample,13.470822748520186
0,Uniform Sample,66.44571779673174
0,Optimal Sample,34.33517647512529
0,Uniform Sample,26.898210891173743
0,Optimal Sample,55.731448033103916
0,Uniform Sample,32.485166178852424
0,Optimal Sample,17.839679334366195
0,Uniform Sample,9.05051762917065
0,Optimal Sample,11.95534243933401
0,Uniform Sample,27.0372908383597
0,Optimal Sample,1.8427252005427968
0,Uniform Sample,18.00239126092056
0,Optimal Sample,12.14398236996952
0,Uniform Sample,11.188799980186165
0,Optimal Sample,15.80920679988433
0,Uniform Sample,43.53498930658741
0,Optimal Sample,4.701136434238342
0,Uniform Sample,42.68538133906657
0,Optimal Sample,6.405022214082117
0,Uniform Sample,36.03268066352143
0,Optimal Sample,4.774220689958705
0,Uniform Sample,45.07704707023539
0,Optimal Sample,44.46089926876651
0,Uniform Sample,23.13860011928187
0,Optimal Sample,51.1127011510775
0,Uniform Sample,39.476929503218265
0,Optimal Sample,1.999825396970417
0,Uniform Sample,12.930260572193344
0,Optimal Sample,40.4106435206828
0,Uniform Sample,10.309722292539664
0,Optimal Sample,5.847743520050917
0,Uniform Sample,3.833838266558481
0,Optimal Sample,13.943930051543868
0,Uniform Sample,199.0006725393341
0,Optimal Sample,6.829334485171003
0,Uniform Sample,159.01452545490184
0,Optimal Sample,5.017306403765563
0,Uniform Sample,6.218244447874206
0,Optimal Sample,7.740656157982105
0,Uniform Sample,8.60314812791254
0,Optimal Sample,60.30359469931589
0,Uniform Sample,87.74933700265731
0,Optimal Sample,34.02667232245064
0,Uniform Sample,21.445998388848075
0,Optimal Sample,2.13433514819408
0,Uniform Sample,38.07281274011875
0,Optimal Sample,3.211187304570151
0,Uniform Sample,134.31933786763204
0,Optimal Sample,59.3060137959519
0,Uniform Sample,163.35227679896644
0,Optimal Sample,4.360420473509887
0,Uniform Sample,15.264492737281387
0,Optimal Sample,32.27741608226844
0,Uniform Sample,258.9607472364423
0,Optimal Sample,1.824983810153404
0,Uniform Sample,18.882561903765897
0,Optimal Sample,6.128261787424332
0,Uniform Sample,116.25412046392842
0,Optimal Sample,10.616073218234488
0,Uniform Sample,30.712373279366055
0,Optimal Sample,12.13105991259958
0,Uniform Sample,102.71225494697396
0,Optimal Sample,65.88733847139919
0,Uniform Sample,1.452027809191885
0,Optimal Sample,43.51319385758688
0,Uniform Sample,2.0375307695232165
0,Optimal Sample,22.94174912598507
0,Uniform Sample,9.266521770773451
0,Optimal Sample,7.517629103346656
0,Uniform Sample,114.3827444539511
0,Optimal Sample,49.903023055829976
0,Uniform Sample,143.37126913122418
0,Optimal Sample,6.8620870261867974
0,Uniform Sample,11.190601016080613
0,Optimal Sample,70.35819104695902
0,Uniform Sample,50.50431210597272
0,Optimal Sample,13.228289634988473
0,Uniform Sample,15.271233153290876
0,Optimal Sample,19.073571968819767
0,Uniform Sample,19.19311009989869
0,Optimal Sample,63.82810763971281
0,Uniform Sample,119.17913723179836
0,Optimal Sample,67.82637954577336
0,Uniform Sample,2.276310349131221
0,Optimal Sample,20.471354921852686
0,Uniform Sample,61.00993862582135
0,Optimal Sample,3.6348225276750847
0,Uniform Sample,7.608754131593299
0,Optimal Sample,26.65134993330157
0,Uniform Sample,233.6852070396129
0,Optimal Sample,3.2127884746878914
0,Uniform Sample,31.368719840400082
0,Optimal Sample,12.733181651253044
0,Uniform Sample,53.04116489799961
0,Optimal Sample,30.380090916101214
0,Uniform Sample,2.7615751951786502
0,Optimal Sample,8.510797636146673
0,Uniform Sample,94.04335551904005
0,Optimal Sample,31.540693149727705
0,Uniform Sample,66.65281984543263
0,Optimal Sample,4.843901405948082
0,Uniform Sample,8.909364086339206
0,Optimal Sample,50.255702072221425
0,Uniform Sample,14.802726120842305
0,Optimal Sample,12.305398414618473
0,Uniform Sample,77.45843420691828
0,Optimal Sample,21.030202606234113
